FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,COD_MPIO,LATITUD,LONGITUD
903,Polygon,54,250,EL TARRA,NORTE DE SANTANDER,54250,54250,Andina,5402,NORTE,Rural,-,23344,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Catatumbo, ZOMAC,Alto,0.747988,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,54250,Norte de Santander,OCAÑA,3.638317,A4. Mayor que 3 y menor que 4 horas,73.356558,Norte de Santander,SAN JOSÉ DE CÚCUTA,6.082099,A7. Mayor que 6 y menor que 7 horas,160.588853,Mediana propiedad,37501.88834013304,Mediana propiedad,703,3,35860.96135,SI,-,54250,8.678263671,-73.0317597
874,Polygon,54,261,EL ZULIA,NORTE DE SANTANDER,54261,54261,Andina,5404,ORIENTAL,Rural,-,30568,-,2. PBOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio,0.408175,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54261,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.526813,A1. Menos 1 hora,13.288225,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.450018,A1. Menos 1 hora,12.929646,Mediana propiedad,23388.845312703477,Pequeña propiedad,1733,4,25819.11443,SI,-,54261,8.081200092,-72.63152118
875,Polygon,54,313,GRAMALOTE,NORTE DE SANTANDER,54313,54313,Andina,5401,CENTRO,Rural,-,8291,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.64281,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54313,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.087248,A3. Mayor que 2 y menor que 3 horas,46.873001,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.010452,A3. Mayor que 2 y menor que 3 horas,46.514423,Mediana propiedad,7125.058350704884,Pequeña propiedad,1299,4,6598.704172,SI,-,54313,7.906522991,-72.80705582
876,Polygon,54,344,HACARI,NORTE DE SANTANDER,54344,54344,Andina,5403,OCCIDENTE,Rural disperso,-,11452,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Catatumbo, ZOMAC,Alto,0.71539,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54344,Norte de Santander,OCAÑA,2.011824,A3. Mayor que 2 y menor que 3 horas,47.984271,Norte de Santander,SAN JOSÉ DE CÚCUTA,6.961692,A7. Mayor que 6 y menor que 7 horas,184.919213,,,,,4,35145.65173,SI,-,54344,8.361831987,-73.0782633
877,Polygon,54,347,HERRAN,NORTE DE SANTANDER,54347,54347,Andina,5406,SUR ORIENTE,Rural disperso,-,7790,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.521179,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54347,Norte de Santander,LOS PATIOS,2.53974,A3. Mayor que 2 y menor que 3 horas,47.185996,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.915102,A3. Mayor que 2 y menor que 3 horas,57.291378,Pequeña propiedad,3641.976579464109,Pequeña propiedad,924,4,3893.951224,SI,-,54347,7.493955781,-72.49269998
878,Polygon,54,377,LABATECA,NORTE DE SANTANDER,54377,54377,Andina,5406,SUR ORIENTE,Rural disperso,-,7123,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.602723,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54377,Norte de Santander,PAMPLONA,1.461722,A2. Mayor que 1 y menor que 2 horas,32.697771,Norte de Santander,SAN JOSÉ DE CÚCUTA,3.547452,A4. Mayor que 3 y menor que 4 horas,104.424682,Pequeña propiedad,8786.457403,Pequeña propiedad,2079,4,13933.00063,SI,-,54377,7.218372474,-72.48281514
879,Polygon,54,385,LA ESPERANZA,NORTE DE SANTANDER,54385,54385,Andina,5403,OCCIDENTE,Rural disperso,-,13048,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.526165,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54385,Santander,SABANA DE TORRES,1.544283,A2. Mayor que 1 y menor que 2 horas,80.976659,Santander,BUCARAMANGA,2.458087,A3. Mayor que 2 y menor que 3 horas,79.99676,Mediana propiedad,45847.95084156825,Pequeña propiedad,1345,2,25955.59064,SI,-,54385,7.695233593,-73.36139672
880,Polygon,54,398,LA PLAYA,NORTE DE SANTANDER,54398,54398,Andina,5403,OCCIDENTE,Rural disperso,-,8675,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio Alto,0.581552,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54398,Norte de Santander,OCAÑA,0.84421,A1. Menos 1 hora,26.197771,Norte de Santander,SAN JOSÉ DE CÚCUTA,5.794077,A6. Mayor que 5 y menor que 6 horas,163.132713,Mediana propiedad,14817.707396245001,Pequeña propiedad,1164,4,17569.80632,SI,-,54398,8.256757875,-73.18789327
881,Polygon,54,405,LOS PATIOS,NORTE DE SANTANDER,54405,54405,Andina,5404,ORIENTAL,Ciudades y aglomeraciones,-,102949,-,3. POT,CUATRO,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.533454,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,54405,Norte de Santander,LOS PATIOS,0,A1. Menos 1 hora,0,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.488721,A1. Menos 1 hora,10.588225,Mediana propiedad,5970.771345276623,Pequeña propiedad,1003,4,6061.086364,SI,-,54405,7.742291094,-72.52680784
882,Polygon,54,418,LOURDES,NORTE DE SANTANDER,54418,54418,Andina,5401,CENTRO,Rural,-,4499,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.496671,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54418,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.726433,A3. Mayor que 2 y menor que 3 horas,56.581328,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.649637,A3. Mayor que 2 y menor que 3 horas,56.222749,Mediana propiedad,5051.721677021178,Pequeña propiedad,560,3,5513.836757,SI,-,54418,7.963712759,-72.8467029
883,Polygon,54,480,MUTISCUA,NORTE DE SANTANDER,54480,54480,Andina,5405,SUR OCCIDENTE,Rural disperso,-,4805,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.521022,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,54480,Norte de Santander,PAMPLONA,0.842689,A1. Menos 1 hora,22.869343,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.96435,A3. Mayor que 2 y menor que 3 horas,96.303362,Pequeña propiedad,4757.560458857946,Pequeña propiedad,1399,4,4505.859588,SI,-,54480,7.31694997,-72.76834584
884,Polygon,54,498,OCAÑA,NORTE DE SANTANDER,54498,54498,Andina,5403,OCCIDENTE,Ciudades y aglomeraciones,-,134379,-,3. POT,CUATRO,G1_ALTO,No PDET,NO ZOMAC,Medio,0.592047,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,54498,Norte de Santander,OCAÑA,0,A1. Menos 1 hora,0,Santander,BUCARAMANGA,5.502105,A6. Mayor que 5 y menor que 6 horas,207.224596,Mediana propiedad,32805.25407730591,Pequeña propiedad,3471,4,39643.87555,SI,-,54498,8.206637527,-73.33765033
885,Polygon,54,518,PAMPLONA,NORTE DE SANTANDER,54518,54518,Andina,5405,SUR OCCIDENTE,Ciudades y aglomeraciones,-,56451,-,2. PBOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.571645,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,54518,Norte de Santander,PAMPLONA,0,A1. Menos 1 hora,0,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.155696,A3. Mayor que 2 y menor que 3 horas,74.516861,Mediana propiedad,11641.135037791364,Pequeña propiedad,1881,4,17095.67795,SI,-,54518,7.379057623,-72.67590348
886,Polygon,54,520,PAMPLONITA,NORTE DE SANTANDER,54520,54520,Andina,5405,SUR OCCIDENTE,Rural disperso,-,6186,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.507035,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54520,Norte de Santander,PAMPLONA,0.429016,A1. Menos 1 hora,11.149747,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.820376,A2. Mayor que 1 y menor que 2 horas,64.649957,Mediana propiedad,7866.015916921757,Pequeña propiedad,1474,4,8216.602263,SI,-,54520,7.48287886,-72.63515401
887,Polygon,54,553,PUERTO SANTANDER,NORTE DE SANTANDER,54553,54553,Andina,5404,ORIENTAL,Intermedio,-,9817,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio,0.469846,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54553,Norte de Santander,VILLA DEL ROSARIO,1.461226,A2. Mayor que 1 y menor que 2 horas,68.874221,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.861801,A2. Mayor que 1 y menor que 2 horas,59.855844,Mediana propiedad,3634.401789514176,Mediana propiedad,83,1,2825.374817,SI,-,54553,8.329138642,-72.41119066
888,Polygon,54,599,RAGONVALIA,NORTE DE SANTANDER,54599,54599,Andina,5406,SUR ORIENTE,Intermedio,-,6704,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.45301,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54599,Norte de Santander,LOS PATIOS,2.213503,A3. Mayor que 2 y menor que 3 horas,37.943355,Norte de Santander,SAN JOSÉ DE CÚCUTA,2.588865,A3. Mayor que 2 y menor que 3 horas,48.048737,Pequeña propiedad,4875.599627672423,Pequeña propiedad,1003,4,5949.591701,SI,-,54599,7.595355974,-72.50756622
889,Polygon,54,660,SALAZAR,NORTE DE SANTANDER,54660,54660,Andina,5401,CENTRO,Rural,-,11574,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.315266,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54660,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.980961,A2. Mayor que 1 y menor que 2 horas,48.470058,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.904165,A2. Mayor que 1 y menor que 2 horas,48.111479,Mediana propiedad,17001.812604050527,Pequeña propiedad,1491,4,20432.38029,SI,-,54660,7.772747824,-72.86769959
890,Polygon,54,670,SAN CALIXTO,NORTE DE SANTANDER,54670,54670,Andina,5403,OCCIDENTE,Rural disperso,-,14351,-,1. EOT,SEIS,G1_ALTO,PDET Catatumbo, ZOMAC,Alto,0.864059,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,54670,Norte de Santander,OCAÑA,2.273376,A3. Mayor que 2 y menor que 3 horas,46.93158,Santander,BUCARAMANGA,7.429582,A8. Mayor que 8 horas,243.216479,Mediana propiedad,18752.034662668968,Pequeña propiedad,1224,4,26257.76417,SI,-,54670,8.414441404,-73.2176038
891,Polygon,54,673,SAN CAYETANO,NORTE DE SANTANDER,54673,54673,Andina,5404,ORIENTAL,Rural,-,8049,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio,0.743646,-,-,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,54673,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.952579,A1. Menos 1 hora,20.948023,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.875783,A1. Menos 1 hora,20.589444,Mediana propiedad,7308.306099182452,Pequeña propiedad,394,4,6682.329528,SI,-,54673,7.847872195,-72.60971203
892,Polygon,54,680,SANTIAGO,NORTE DE SANTANDER,54680,54680,Andina,5401,CENTRO,Rural,-,3839,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.429139,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54680,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.169778,A2. Mayor que 1 y menor que 2 horas,30.580613,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.092982,A2. Mayor que 1 y menor que 2 horas,30.222035,Mediana propiedad,9235.758437261722,Pequeña propiedad,273,4,14256.69545,SI,-,54680,7.889234454,-72.7182541
893,Polygon,54,720,SARDINATA,NORTE DE SANTANDER,54720,54720,Andina,5402,NORTE,Rural,-,28749,-,1. EOT,SEIS,G3_MEDIO,PDET Catatumbo, ZOMAC,Alto,0.634365,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,54720,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.936088,A2. Mayor que 1 y menor que 2 horas,71.268333,Norte de Santander,SAN JOSÉ DE CÚCUTA,1.859293,A2. Mayor que 1 y menor que 2 horas,70.909755,Mediana propiedad,99787.20915802434,Mediana propiedad,1713,3,63272.05028,SI,-,54720,8.215080767,-72.79580961
894,Polygon,54,743,SILOS,NORTE DE SANTANDER,54743,54743,Andina,5405,SUR OCCIDENTE,Rural disperso,-,7046,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.45376,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54743,Norte de Santander,PAMPLONA,1.659182,A2. Mayor que 1 y menor que 2 horas,35.157569,Santander,BUCARAMANGA,3.202143,A4. Mayor que 3 y menor que 4 horas,68.363665,Mediana propiedad,9296.036443071125,Pequeña propiedad,1371,5,6875.33653,SI,-,54743,7.180991879,-72.78617884
900,Polygon,54,800,TEORAMA,NORTE DE SANTANDER,54800,54800,Andina,5403,OCCIDENTE,Rural disperso,-,18587,-,1. EOT,SEIS,G1_ALTO,PDET Catatumbo, ZOMAC,Alto,0.784946,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,54800,Norte de Santander,OCAÑA,1.241143,A2. Mayor que 1 y menor que 2 horas,30.673506,Santander,BUCARAMANGA,6.397349,A7. Mayor que 6 y menor que 7 horas,226.958405,Mediana propiedad,15239.163377627829,Pequeña propiedad,1344,4,20575.25551,SI,-,54800,8.760013794,-73.15714097
901,Polygon,54,810,TIBU,NORTE DE SANTANDER,54810,54810,Andina,5402,NORTE,Rural,-,61662,-,2. PBOT,SEIS,G3_MEDIO,PDET Catatumbo, ZOMAC,Alto,0.716559,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54810,Norte de Santander,SAN JOSÉ DE CÚCUTA,3.953976,A4. Mayor que 3 y menor que 4 horas,114.566104,Norte de Santander,SAN JOSÉ DE CÚCUTA,3.87718,A4. Mayor que 3 y menor que 4 horas,114.207525,Mediana propiedad,175404.2906391405,Mediana propiedad,2735,3,96464.99229,SI,-,54810,8.713507237,-72.79925855
902,Polygon,54,820,TOLEDO,NORTE DE SANTANDER,54820,54820,Andina,5406,SUR ORIENTE,Rural disperso,-,17560,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio,0.649533,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,54820,Norte de Santander,PAMPLONA,1.643273,A2. Mayor que 1 y menor que 2 horas,35.494827,Norte de Santander,SAN JOSÉ DE CÚCUTA,3.729004,A4. Mayor que 3 y menor que 4 horas,107.221739,,,,,4,13308.37421,SI,-,54820,7.225864961,-72.30593418
895,Polygon,54,871,VILLA CARO,NORTE DE SANTANDER,54871,54871,Andina,5401,CENTRO,Rural,-,5700,-,1. EOT,SEIS,C_CIUDADES,No PDET,NO ZOMAC,Medio Bajo,0.643123,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,54871,Norte de Santander,OCAÑA,3.64038,A4. Mayor que 3 y menor que 4 horas,82.903362,Norte de Santander,SAN JOSÉ DE CÚCUTA,3.638349,A4. Mayor que 3 y menor que 4 horas,76.737677,Mediana propiedad,22336.523025068782,Pequeña propiedad,529,4,26135.47678,SI,-,54871,7.936293173,-72.98759418
896,Polygon,54,874,VILLA DEL ROSARIO,NORTE DE SANTANDER,54874,54874,Andina,5404,ORIENTAL,Ciudades y aglomeraciones,-,115364,-,3. POT,CUATRO,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio,0.615385,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,54874,Norte de Santander,VILLA DEL ROSARIO,0,A1. Menos 1 hora,0,Norte de Santander,SAN JOSÉ DE CÚCUTA,0.53093,A1. Menos 1 hora,8.82254,Mediana propiedad,3777.134730662091,Pequeña propiedad,258,4,3800.872187,SI,-,54874,7.718635863,-72.48361176
255,Polygon,63,1,ARMENIA,QUINDIO,63001,63001,Andina,6301,CAPITAL,Ciudades y aglomeraciones,si,307886,-,3. POT,UNO,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.157219,2018,4.1.1,Irradiado_Mayor que 160 - hasta 180,Mayor que 160 - hasta 180,1,63001,Quindío,ARMENIA,0,A1. Menos 1 hora,0,Antioquia,ARMENIA,0.0375,A1. Menos 1 hora,0.2,Mediana propiedad,45.29277509338257,Mediana propiedad,8,1,51.940528,SI,-,63001,4.499501128,-75.72489985
256,Polygon,63,111,BUENAVISTA,QUINDIO,63111,63111,Andina,6301,CAPITAL,Intermedio,-,3220,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.507692,2018,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,63111,Quindío,CALARCÁ,0.867235,A1. Menos 1 hora,26.052186,Antioquia,ARMENIA,1.03947,A2. Mayor que 1 y menor que 2 horas,26.300714,Mediana propiedad,98.35298164769523,Pequeña propiedad,10,1,123.082742,SI,-,63111,4.366632382,-75.74403734
257,Polygon,63,130,CALARCA,QUINDIO,63130,63130,Andina,6301,CAPITAL,Ciudades y aglomeraciones,-,75979,-,2. PBOT,CINCO,C_CIUDADES,No PDET,NO ZOMAC,Medio Bajo,0.360023,2018,4.1.1,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,63130,Quindío,CALARCÁ,0,A1. Menos 1 hora,0,Antioquia,ARMENIA,0.315293,A1. Menos 1 hora,6.31127,Pequeña propiedad,1898.851281392157,Pequeña propiedad,979,1,1452.984648,SI,-,63130,4.467879428,-75.65674719
258,Polygon,63,190,CIRCASIA,QUINDIO,63190,63190,Andina,6304,NORTE,Ciudades y aglomeraciones,-,29500,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.201451,2018,4.2.1,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,63190,Quindío,ARMENIA,0.405096,A1. Menos 1 hora,12.012489,Antioquia,ARMENIA,0.442596,A1. Menos 1 hora,12.212489,Pequeña propiedad,208.2089455528185,Pequeña propiedad,153,1,243.213994,SI,-,63190,4.604845344,-75.66688449
259,Polygon,63,212,CORDOBA,QUINDIO,63212,63212,Andina,6302,CORDILLERANOS,Intermedio,-,5888,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.458763,2018,3.3.1,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,63212,Quindío,CALARCÁ,0.772135,A1. Menos 1 hora,24.252186,Antioquia,ARMENIA,0.944371,A1. Menos 1 hora,24.500714,Pequeña propiedad,66.18983239590716,Pequeña propiedad,52,1,90.522672,SI,-,63212,4.395975176,-75.65132308
260,Polygon,63,272,FILANDIA,QUINDIO,63272,63272,Andina,6303,FRIA,Intermedio,-,12596,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.190324,2018,4.1.2,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,63272,Quindío,QUIMBAYA,0.64331,A1. Menos 1 hora,15.985281,Antioquia,ARMENIA,0.952049,A1. Menos 1 hora,29.419091,Pequeña propiedad,3413.471973849437,Pequeña propiedad,1470,2,3995.394924,SI,-,63272,4.669325347,-75.67146941
261,Polygon,63,302,GENOVA,QUINDIO,63302,63302,Andina,6302,CORDILLERANOS,Rural,-,7726,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.518728,2018,3.2.1,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,63302,Quindío,LA TEBAIDA,1.571711,A2. Mayor que 1 y menor que 2 horas,51.024473,Antioquia,ARMENIA,1.849121,A2. Mayor que 1 y menor que 2 horas,49.704372,Pequeña propiedad,4216.941527042025,Pequeña propiedad,908,4,5591.480167,SI,-,63302,4.180107773,-75.76056695
262,Polygon,63,401,LA TEBAIDA,QUINDIO,63401,63401,Andina,6305,VALLE,Ciudades y aglomeraciones,-,35010,-,2. PBOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.418685,2018,4.2.2,Irradiado_Mayor que 120 - hasta 140,Mayor que 120 - hasta 140,1,63401,Quindío,LA TEBAIDA,0,A1. Menos 1 hora,0,Antioquia,ARMENIA,0.518007,A1. Menos 1 hora,17.037973,Mediana propiedad,1281.837424155745,Pequeña propiedad,478,1,2423.003239,SI,-,63401,4.426884849,-75.81927335
263,Polygon,63,470,MONTENEGRO,QUINDIO,63470,63470,Andina,6305,VALLE,Intermedio,-,38240,-,2. PBOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.225639,2018,4.2.1,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,63470,Quindío,MONTENEGRO,0,A1. Menos 1 hora,0,Antioquia,ARMENIA,0.317729,A1. Menos 1 hora,11.142641,Pequeña propiedad,2782.725559191449,Pequeña propiedad,1051,1,4416.344341,SI,-,63470,4.521890945,-75.81806594
264,Polygon,63,548,PIJAO,QUINDIO,63548,63548,Andina,6302,CORDILLERANOS,Rural,-,5439,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio,0.477778,2018,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,63548,Quindío,CALARCÁ,1.006891,A2. Mayor que 1 y menor que 2 horas,27.935029,Antioquia,ARMENIA,1.179126,A2. Mayor que 1 y menor que 2 horas,28.183557,Mediana propiedad,20.67366836394168,Pequeña propiedad,7,1,22.370443,SI,-,63548,4.30397934,-75.68330417
265,Polygon,63,594,QUIMBAYA,QUINDIO,63594,63594,Andina,6305,VALLE,Intermedio,-,31844,-,2. PBOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.267655,2018,4.1.2,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,63594,Quindío,QUIMBAYA,0,A1. Menos 1 hora,0,Antioquia,ARMENIA,0.526329,A1. Menos 1 hora,21.209545,Pequeña propiedad,1431.472842313065,Pequeña propiedad,509,2,1912.613534,SI,-,63594,4.610273497,-75.79205087
266,Polygon,63,690,SALENTO,QUINDIO,63690,63690,Andina,6303,FRIA,Rural,-,9748,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET, ZOMAC,Medio Bajo,0.339115,2018,4.1.2,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,63690,Quindío,ARMENIA,0.675919,A1. Menos 1 hora,22.283557,Antioquia,ARMENIA,0.713419,A1. Menos 1 hora,22.483557,Pequeña propiedad,123.6817852105704,Pequeña propiedad,203,1,133.405767,SI,-,63690,4.611314654,-75.53092112
267,Polygon,66,1,PEREIRA,RISARALDA,66001,66001,Andina,6601,UNO - VERTIENTE ORIENTAL,Ciudades y aglomeraciones,si,481768,-,3. POT,UNO,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.288421,-,-,Irradiado_Mayor que 180 - hasta 200,Mayor que 180 - hasta 200,1,66001,Risaralda,PEREIRA,0,A1. Menos 1 hora,0,Risaralda,PEREIRA,0,A1. Menos 1 hora,0,Pequeña propiedad,19874.148562022212,Pequeña propiedad,9449,3,21010.20065,SI,-,66001,4.803662773,-75.79579093
268,Polygon,66,45,APIA,RISARALDA,66045,66045,Andina,6602,DOS - VERTIENTE OCCIDENTAL,Intermedio,-,12613,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.349743,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,66045,Risaralda,LA VIRGINIA,0.700401,A1. Menos 1 hora,30.780613,Risaralda,PEREIRA,1.547435,A2. Mayor que 1 y menor que 2 horas,64.141125,Pequeña propiedad,7844.998660744983,Pequeña propiedad,2308,4,11356.30003,SI,-,66045,5.139635357,-75.95353871
269,Polygon,66,75,BALBOA,RISARALDA,66075,66075,Andina,6602,DOS - VERTIENTE OCCIDENTAL,Rural disperso,-,6510,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.326121,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,66075,Risaralda,LA VIRGINIA,0.441835,A1. Menos 1 hora,14.968124,Risaralda,PEREIRA,1.288869,A2. Mayor que 1 y menor que 2 horas,48.328636,Pequeña propiedad,5236.681151741272,Pequeña propiedad,1041,4,4869.243997,SI,-,66075,4.918349676,-75.94275386
270,Polygon,66,88,BELEN DE UMBRIA,RISARALDA,66088,66088,Andina,6602,DOS - VERTIENTE OCCIDENTAL,Intermedio,-,25276,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.393867,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,66088,Risaralda,LA VIRGINIA,1.082735,A2. Mayor que 1 y menor que 2 horas,40.211984,Risaralda,PEREIRA,1.871399,A2. Mayor que 1 y menor que 2 horas,70.602648,Pequeña propiedad,10631.15116091184,Pequeña propiedad,3443,4,8815.609518,SI,-,66088,5.200398696,-75.86793893
271,Polygon,66,170,DOSQUEBRADAS,RISARALDA,66170,66170,Andina,6601,UNO - VERTIENTE ORIENTAL,Ciudades y aglomeraciones,-,225540,-,3. POT,DOS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.328067,-,-,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,66170,Risaralda,DOSQUEBRADAS,0,A1. Menos 1 hora,0,Risaralda,PEREIRA,0.14895,A1. Menos 1 hora,3.497056,Pequeña propiedad,4592.100160772555,Pequeña propiedad,2286,4,3220.930287,SI,-,66170,4.842021144,-75.66993655
