FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,COD_MPIO,LATITUD,LONGITUD
230,Polygon,17,486,NEIRA,CALDAS,17486,17486,Andina,1704,CENTRO,Intermedio,-,21543,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.361619,2024,3.2.1,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,17486,Caldas,MANIZALES,0.830676,A1. Menos 1 hora,17.56518,Caldas,MANIZALES,0.794127,A1. Menos 1 hora,19.037973,Mediana propiedad,16870.95134410634,Pequeña propiedad,3776,4,13025.89079,SI,-,17486,5.183358589,-75.50692977
242,Polygon,17,495,NORCASIA,CALDAS,17495,17495,Andina,1705,ORIENTE,Rural,-,6123,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio,0.381731,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,17495,Caldas,LA DORADA,1.576668,A2. Mayor que 1 y menor que 2 horas,47.680108,Tolima,IBAGUÉ,5.050338,A6. Mayor que 5 y menor que 6 horas,218.321652,Mediana propiedad,14513.977044781994,Pequeña propiedad,536,3,15574.26474,SI,-,17495,5.638062349,-74.85492707
253,Polygon,17,513,PACORA,CALDAS,17513,17513,Andina,1706,NORTE,Rural,-,15680,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.351204,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,17513,Antioquia,CALDAS,2.868772,A3. Mayor que 2 y menor que 3 horas,99.138896,Caldas,MANIZALES,3.044513,A4. Mayor que 3 y menor que 4 horas,102.4857,Mediana propiedad,13639.859629590823,Pequeña propiedad,2760,4,17881.38611,SI,-,17513,5.500035035,-75.48245057
252,Polygon,17,524,PALESTINA,CALDAS,17524,17524,Andina,1704,CENTRO,Intermedio,-,15978,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Bajo,0.373354,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,17524,Caldas,CHINCHINÁ,0.197202,A1. Menos 1 hora,6.576955,Caldas,MANIZALES,0.649612,A1. Menos 1 hora,24.07645,Mediana propiedad,5770.352328168515,Pequeña propiedad,1224,3,6760.962482,SI,-,17524,5.050342543,-75.66176266
251,Polygon,17,541,PENSILVANIA,CALDAS,17541,17541,Andina,1702,ALTO ORIENTE,Rural,-,20242,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Bajo,0.340555,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17541,Tolima,SAN SEBASTIÁN DE MARIQUITA,2.618519,A3. Mayor que 2 y menor que 3 horas,75.00803,Caldas,MANIZALES,4.458136,A5. Mayor que 4 y menor que 5 horas,104.271486,Pequeña propiedad,15485.291122737708,Pequeña propiedad,4919,4,12684.48276,SI,-,17541,5.407187836,-75.16683996
254,Polygon,17,614,RIOSUCIO,CALDAS,17614,17614,Andina,1701,ALTO OCCIDENTE,Intermedio,-,53746,-,2. PBOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.442989,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,17614,Risaralda,LA VIRGINIA,1.967924,A2. Mayor que 1 y menor que 2 horas,74.813918,Caldas,MANIZALES,2.19317,A3. Mayor que 2 y menor que 3 horas,72.790873,Mediana propiedad,15905.587151550235,Pequeña propiedad,2586,3,12414.3331,SI,-,17614,5.442275418,-75.75220499
250,Polygon,17,616,RISARALDA,CALDAS,17616,17616,Andina,1703,BAJO OCCIDENTE,Intermedio,-,11267,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio Bajo,0.53752,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17616,Risaralda,LA VIRGINIA,0.873848,A1. Menos 1 hora,40.624978,Caldas,MANIZALES,1.638457,A2. Mayor que 1 y menor que 2 horas,50.101429,Pequeña propiedad,5079.574981327312,Pequeña propiedad,1486,3,5838.23255,SI,-,17616,5.097563816,-75.73335166
249,Polygon,17,653,SALAMINA,CALDAS,17653,17653,Andina,1706,NORTE,Rural,-,19959,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.38648,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17653,Caldas,CHINCHINÁ,2.444997,A3. Mayor que 2 y menor que 3 horas,90.138896,Caldas,MANIZALES,2.452561,A3. Mayor que 2 y menor que 3 horas,58.422749,Mediana propiedad,21047.285097104956,Pequeña propiedad,2774,4,20447.67354,SI,-,17653,5.370332425,-75.40962177
248,Polygon,17,662,SAMANA,CALDAS,17662,17662,Andina,1705,ORIENTE,Rural disperso,-,21292,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Alto,0.653764,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17662,Tolima,SAN SEBASTIÁN DE MARIQUITA,1.351541,A2. Mayor que 1 y menor que 2 horas,44.230361,Tolima,IBAGUÉ,3.888681,A4. Mayor que 3 y menor que 4 horas,164.808954,Mediana propiedad,35135.377695340416,Pequeña propiedad,6273,4,34937.99039,SI,-,17662,5.519692873,-74.99718577
247,Polygon,17,665,SAN JOSE,CALDAS,17665,17665,Andina,1703,BAJO OCCIDENTE,Intermedio,-,4904,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.261428,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17665,Risaralda,LA VIRGINIA,0.795556,A1. Menos 1 hora,30.189444,Risaralda,PEREIRA,1.58422,A2. Mayor que 1 y menor que 2 horas,60.580108,Pequeña propiedad,3909.430734409174,Pequeña propiedad,1449,3,3597.202902,SI,-,17665,5.083424513,-75.8101789
246,Polygon,17,777,SUPIA,CALDAS,17777,17777,Andina,1701,ALTO OCCIDENTE,Intermedio,-,29856,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.608605,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,17777,Caldas,CHINCHINÁ,1.697585,A2. Mayor que 1 y menor que 2 horas,71.262446,Caldas,MANIZALES,1.866276,A2. Mayor que 1 y menor que 2 horas,77.329351,Pequeña propiedad,6250.704647270692,Pequeña propiedad,2636,4,4609.228724,SI,-,17777,5.45295802,-75.64035705
245,Polygon,17,867,VICTORIA,CALDAS,17867,17867,Andina,1705,ORIENTE,Rural,-,10462,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.489079,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,17867,Tolima,SAN SEBASTIÁN DE MARIQUITA,0.604535,A1. Menos 1 hora,19.199495,Tolima,IBAGUÉ,3.141674,A4. Mayor que 3 y menor que 4 horas,139.778088,Mediana propiedad,28273.948354751352,Pequeña propiedad,1104,3,22707.63737,SI,-,17867,5.447542859,-74.83622502
244,Polygon,17,873,VILLA MARIA,CALDAS,17873,17873,Andina,1704,CENTRO,Ciudades y aglomeraciones,-,68601,-,2. PBOT,CINCO,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.434773,2024,4.1.2,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,17873,Caldas,VILLAMARÍA,0,A1. Menos 1 hora,0,Caldas,MANIZALES,0.16965,A1. Menos 1 hora,3.72132,Mediana propiedad,8313.117301324804,Pequeña propiedad,2247,4,8358.668146,SI,-,17873,4.940211591,-75.43544014
243,Polygon,17,877,VITERBO,CALDAS,17877,17877,Andina,1703,BAJO OCCIDENTE,Intermedio,-,13155,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.326002,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,17877,Risaralda,LA VIRGINIA,0.475389,A1. Menos 1 hora,24.019596,Risaralda,PEREIRA,1.264053,A2. Mayor que 1 y menor que 2 horas,54.41026,Mediana propiedad,5810.506356469614,Pequeña propiedad,824,1,3686.188894,SI,-,17877,5.047822054,-75.879297
0,Polygon,18,1,FLORENCIA,CAQUETA,18001,18001,Amazonia,1800,CAQUETA,Ciudades y aglomeraciones,si,177946,-,3. POT,DOS,,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.521297,2024,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,18001,Caquetá,FLORENCIA,0,A1. Menos 1 hora,0,Cauca,FLORENCIA,0.067812,A1. Menos 1 hora,0.782843,Mediana propiedad,86068.84521,Pequeña propiedad,2536,4,130405.6119,SI,-,18001,1.749138704,-75.55823906
1,Polygon,18,29,ALBANIA,CAQUETA,18029,18029,Amazonia,1800,CAQUETA,Rural,-,4775,-,1. EOT,SEIS,G3_MEDIO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio,0.614881,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,18029,Caquetá,FLORENCIA,1.654393,A2. Mayor que 1 y menor que 2 horas,77.093817,Cauca,FLORENCIA,1.638497,A2. Mayor que 1 y menor que 2 horas,76.569553,Mediana propiedad,34530.865725964315,Mediana propiedad,706,4,30929.37949,SI,-,18029,1.22786549,-75.88232651
2,Polygon,18,94,BELEN DE LOS ANDAQUIES,CAQUETA,18094,18094,Amazonia,1800,CAQUETA,Rural,-,11467,-,1. EOT,SEIS,G1_ALTO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.325419,2024,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,18094,Caquetá,FLORENCIA,1.023902,A2. Mayor que 1 y menor que 2 horas,48.348737,Cauca,FLORENCIA,1.008005,A2. Mayor que 1 y menor que 2 horas,47.824473,Mediana propiedad,27102.544950906253,Mediana propiedad,495,4,46132.14017,SI,-,18094,1.536174657,-75.90947504
10,Polygon,18,150,CARTAGENA DEL CHAIRA,CAQUETA,18150,18150,Amazonia,1800,CAQUETA,Rural disperso,-,32611,-,2. PBOT,SEIS,G1_ALTO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.631376,-,-,Irradiado_Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,1,18150,Caquetá,FLORENCIA,3.038322,A4. Mayor que 3 y menor que 4 horas,122.933723,Cauca,FLORENCIA,3.022426,A4. Mayor que 3 y menor que 4 horas,122.409459,Mediana propiedad,189633.78945006657,Mediana propiedad,2602,3,255848.4049,SI,-,18150,0.647693081,-74.27235499
14,Polygon,18,205,CURRILLO,CAQUETA,18205,18205,Amazonia,1800,CAQUETA,Rural,-,8051,-,1. EOT,SEIS,C_CIUDADES,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.823265,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,18205,Caquetá,FLORENCIA,2.502214,A3. Mayor que 2 y menor que 3 horas,109.875649,Cauca,FLORENCIA,2.486318,A3. Mayor que 2 y menor que 3 horas,109.351385,Mediana propiedad,32477.414264919054,Mediana propiedad,618,3,21394.01248,SI,-,18205,1.115379292,-75.97328452
3,Polygon,18,247,EL DONCELLO,CAQUETA,18247,18247,Amazonia,1800,CAQUETA,Rural,-,20195,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.398504,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,18247,Caquetá,FLORENCIA,1.606913,A2. Mayor que 1 y menor que 2 horas,68.003867,Cauca,FLORENCIA,1.591017,A2. Mayor que 1 y menor que 2 horas,67.479603,Mediana propiedad,53124.0755,Mediana propiedad,893,4,79590.47845,SI,-,18247,1.713734697,-75.26878109
4,Polygon,18,256,EL PAUJIL,CAQUETA,18256,18256,Amazonia,1800,CAQUETA,Rural,-,19137,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.440685,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,18256,Caquetá,FLORENCIA,1.259272,A2. Mayor que 1 y menor que 2 horas,53.398485,Cauca,FLORENCIA,1.243376,A2. Mayor que 1 y menor que 2 horas,52.874221,Mediana propiedad,63445.703296200954,Mediana propiedad,1095,4,90187.95523,SI,-,18256,1.476630016,-75.20231825
5,Polygon,18,410,LA MONTAÑITA,CAQUETA,18410,18410,Amazonia,1800,CAQUETA,Rural disperso,-,15503,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.468411,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,18410,Caquetá,FLORENCIA,0.766608,A1. Menos 1 hora,32.036248,Cauca,FLORENCIA,0.750711,A1. Menos 1 hora,31.511984,Mediana propiedad,86819.37494653971,Mediana propiedad,1493,4,154155.4833,SI,-,18410,1.302860442,-75.23572732
6,Polygon,18,460,MILAN,CAQUETA,18460,18460,Amazonia,1800,CAQUETA,Rural disperso,-,10256,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.552813,2024,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,18460,Caquetá,FLORENCIA,1.917196,A2. Mayor que 1 y menor que 2 horas,68.442345,Cauca,FLORENCIA,1.9013,A2. Mayor que 1 y menor que 2 horas,67.918081,Mediana propiedad,80369.87250753224,Mediana propiedad,1239,4,94516.32477,SI,-,18460,1.146692554,-75.38664764
7,Polygon,18,479,MORELIA,CAQUETA,18479,18479,Amazonia,1800,CAQUETA,Rural disperso,-,3905,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.501511,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,18479,Caquetá,FLORENCIA,0.59017,A1. Menos 1 hora,27.417872,Cauca,FLORENCIA,0.574274,A1. Menos 1 hora,26.893607,Mediana propiedad,35112.501809985675,Mediana propiedad,575,4,40237.45956,SI,-,18479,1.38299611,-75.67381123
15,Polygon,18,592,PUERTO RICO,CAQUETA,18592,18592,Amazonia,1800,CAQUETA,Rural,-,27683,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.555135,-,-,Irradiado_Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,1,18592,Caquetá,SAN VICENTE DEL CAGUÁN,1.279343,A2. Mayor que 1 y menor que 2 horas,59.65412,Cauca,FLORENCIA,2.302976,A3. Mayor que 2 y menor que 3 horas,100.637172,Mediana propiedad,180157.9880799052,Mediana propiedad,3027,4,223017.162,SI,-,18592,2.018940891,-75.07308627
8,Polygon,18,610,SAN JOSE DEL FRAGUA,CAQUETA,18610,18610,Amazonia,1800,CAQUETA,Rural,-,13711,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.567298,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,18610,Caquetá,FLORENCIA,1.413052,A2. Mayor que 1 y menor que 2 horas,65.831075,Cauca,FLORENCIA,1.397156,A2. Mayor que 1 y menor que 2 horas,65.306811,Mediana propiedad,39460.37925627947,Pequeña propiedad,1082,4,22668.64596,SI,-,18610,1.304702314,-76.11000594
11,Polygon,18,753,SAN VICENTE DEL CAGUAN,CAQUETA,18753,18753,Amazonia,1800,CAQUETA,Rural,-,54150,-,2. PBOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.681514,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,18753,Caquetá,SAN VICENTE DEL CAGUÁN,0,A1. Menos 1 hora,0,Cauca,FLORENCIA,3.462291,A4. Mayor que 3 y menor que 4 horas,159.491291,Mediana propiedad,446420.5339605494,Mediana propiedad,5527,4,371240.4919,SI,-,18753,1.308465061,-74.19746971
12,Polygon,18,756,SOLANO,CAQUETA,18756,18756,Amazonia,1800,CAQUETA,Rural disperso,-,12020,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Alto,0.80686,-,-,Irradiado_Mayor que 3 - hasta 5,Mayor que 3 - hasta 5,1,18756,Caquetá,FLORENCIA,9.99964, ,181.595454,Cauca,FLORENCIA,9.983744,A8. Mayor que 8 horas,181.07119,Mediana propiedad,59967.87331160242,Mediana propiedad,858,4,121521.0692,SI,-,18756,0.096131862,-72.32036402
13,Polygon,18,785,SOLITA,CAQUETA,18785,18785,Amazonia,1800,CAQUETA,Rural,-,6352,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.847978,-,-,Irradiado_Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,1,18785,Caquetá,FLORENCIA,2.754767,A3. Mayor que 2 y menor que 3 horas,110.270267,Cauca,FLORENCIA,2.738871,A3. Mayor que 2 y menor que 3 horas,109.746003,Mediana propiedad,37970.24487758658,Mediana propiedad,660,3,33349.50472,SI,-,18785,0.943939454,-75.64668544
9,Polygon,18,860,VALPARAISO,CAQUETA,18860,18860,Amazonia,1800,CAQUETA,Rural,-,7291,-,1. EOT,SEIS,G5_BAJO,PDET Cuenca del Caguán y Piedemonte Caqueteño, ZOMAC,Medio Alto,0.588106,-,-,Irradiado_Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,1,18860,Caquetá,FLORENCIA,1.74256,A2. Mayor que 1 y menor que 2 horas,72.834019,Cauca,FLORENCIA,1.726664,A2. Mayor que 1 y menor que 2 horas,72.309755,Mediana propiedad,87732.61426,Mediana propiedad,1603,3,80275.4717,SI,-,18860,1.07534915,-75.73779004
16,Polygon,19,1,POPAYAN,CAUCA,19001,19001,Andina,1901,CENTRO,Ciudades y aglomeraciones,si,339454,-,3. POT,UNO,G3_MEDIO,No PDET,NO ZOMAC,Medio,0.248896,2023,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,19001,Cauca,POPAYÁN,0,A1. Menos 1 hora,0,Cauca,POPAYÁN,0,A1. Menos 1 hora,0,Pequeña propiedad,2617.715924957019,Pequeña propiedad,1721,3,2695.381469,SI,Agropecuario - caña,19001,2.471704362,-76.59194419
17,Polygon,19,22,ALMAGUER,CAUCA,19022,19022,Andina,1905,SUR,Rural,-,19450,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.957965,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,19022,Cauca,POPAYÁN,3.249442,A4. Mayor que 3 y menor que 4 horas,105.266818,Cauca,POPAYÁN,3.076759,A4. Mayor que 3 y menor que 4 horas,98.717071,Pequeña propiedad,2014.096895735695,Pequeña propiedad,3599,5,1465.959146,SI,Agropecuario,19022,1.912440521,-76.83494519
18,Polygon,19,50,ARGELIA,CAUCA,19050,19050,Andina,1905,SUR,Rural disperso,-,27823,-,1. EOT,SEIS,G5_BAJO,PDET Alto Patía-Norte del Cauca, ZOMAC,Alto,0.819274,2023,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,19050,Cauca,POPAYÁN,4.378483,A5. Mayor que 4 y menor que 5 horas,132.777583,Cauca,POPAYÁN,4.205799,A5. Mayor que 4 y menor que 5 horas,126.227835,Pequeña propiedad,1851.922665804201,Pequeña propiedad,1234,1,2440.726194,SI,Agropecuario,19050,2.329337283,-77.26314906
19,Polygon,19,75,BALBOA,CAUCA,19075,19075,Andina,1905,SUR,Rural,-,22395,-,1. EOT,SEIS,G5_BAJO,PDET Alto Patía-Norte del Cauca, ZOMAC,Medio Alto,0.749014,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,19075,Cauca,POPAYÁN,3.454341,A4. Mayor que 3 y menor que 4 horas,114.026616,Cauca,POPAYÁN,3.281657,A4. Mayor que 3 y menor que 4 horas,107.476869,"Gran propiedad, latifundios",1075.817745965591,Pequeña propiedad,350,2,1838.425756,SI,Agropecuario,19075,2.084732945,-77.2088133
20,Polygon,19,100,BOLIVAR,CAUCA,19100,19100,Andina,1905,SUR,Rural,-,39359,-,2. PBOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Medio,0.926032,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,19100,Cauca,POPAYÁN,3.613231,A4. Mayor que 3 y menor que 4 horas,123.206515,Cauca,POPAYÁN,3.440547,A4. Mayor que 3 y menor que 4 horas,116.656768,Mediana propiedad,8526.096056,Pequeña propiedad,889,4,8925.951122,SI,Agropecuario,19100,1.853951938,-76.96337454
21,Polygon,19,110,BUENOS AIRES,CAUCA,19110,19110,Andina,1902,NORTE,Rural,-,35168,-,2. PBOT,SEIS,G5_BAJO,PDET Alto Patía-Norte del Cauca, ZOMAC,Medio Alto,0.837082,2023,4.1.1,Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,0,19110,Cauca,SANTANDER DE QUILICHAO,0.818437,A1. Menos 1 hora,25.98772,Valle del Cauca,SANTIAGO DE CALI,1.860343,A2. Mayor que 1 y menor que 2 horas,74.006811,Mediana propiedad,309.6193737715057,Pequeña propiedad,178,1,393.662781,SI,Agropecuario,19110,2.988923885,-76.62158951
22,Polygon,19,130,CAJIBIO,CAUCA,19130,19130,Andina,1901,CENTRO,Rural,-,44527,-,2. PBOT,SEIS,G2_MEDIO_ALTO,PDET Alto Patía-Norte del Cauca, ZOMAC,Medio,0.548068,2023,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,19130,Cauca,POPAYÁN,0.646788,A1. Menos 1 hora,22.542136,Cauca,POPAYÁN,0.781301,A1. Menos 1 hora,28.691883,Pequeña propiedad,7008.684725857559,Pequeña propiedad,3595,2,9683.976905,SI,Agropecuario - caña,19130,2.643209848,-76.70138914
23,Polygon,19,137,CALDONO,CAUCA,19137,19137,Andina,1904,ORIENTE,Rural,-,42815,-,2. PBOT,SEIS,G2_MEDIO_ALTO,PDET Alto Patía-Norte del Cauca, ZOMAC,Medio Alto,0.621495,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,19137,Cauca,SANTANDER DE QUILICHAO,1.189841,A2. Mayor que 1 y menor que 2 horas,39.381833,Cauca,POPAYÁN,1.614785,A2. Mayor que 1 y menor que 2 horas,57.809755,Pequeña propiedad,1936.435995776055,Pequeña propiedad,1060,3,1710.756271,SI,Agropecuario,19137,2.803845691,-76.42719377
24,Polygon,19,142,CALOTO,CAUCA,19142,19142,Andina,1902,NORTE,Rural,-,31272,-,2. PBOT,CINCO,G4_MEDIO_BAJO,PDET Alto Patía-Norte del Cauca, ZOMAC,Alto,0.603221,2023,4.2.2,Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,0,19142,Cauca,SANTANDER DE QUILICHAO,0.325049,A1. Menos 1 hora,11.115433,Valle del Cauca,SANTIAGO DE CALI,1.249883,A2. Mayor que 1 y menor que 2 horas,51.207316,Mediana propiedad,1680.680271406217,Pequeña propiedad,1160,4,2007.686978,SI,Agropecuario - caña,19142,3.062875557,-76.32127977
25,Polygon,19,212,CORINTO,CAUCA,19212,19212,Andina,1902,NORTE,Intermedio,-,26810,-,1. EOT,SEIS,G5_BAJO,PDET Alto Patía-Norte del Cauca, ZOMAC,Alto,0.584419,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,19212,Valle del Cauca,FLORIDA,0.469788,A1. Menos 1 hora,19.785281,Valle del Cauca,SANTIAGO DE CALI,1.41765,A2. Mayor que 1 y menor que 2 horas,62.215642,Pequeña propiedad,6336.368850260832,Pequeña propiedad,1762,2,5815.343101,SI,AGROPECUARIO,19212,3.136753606,-76.20964569
52,Polygon,19,256,EL TAMBO,CAUCA,19256,19256,Andina,1901,CENTRO,Rural disperso,-,57126,-,2. PBOT,SEIS,G3_MEDIO,PDET Alto Patía-Norte del Cauca, ZOMAC,Alto,0.824422,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,19256,Cauca,POPAYÁN,1.08344,A2. Mayor que 1 y menor que 2 horas,36.081833,Cauca,POPAYÁN,0.910756,A1. Menos 1 hora,29.532085,Pequeña propiedad,7082.881736603424,Pequeña propiedad,3613,1,4557.969433,SI,AGROPECUARIO,19256,2.534488312,-77.00511207
26,Polygon,19,290,FLORENCIA,CAUCA,19290,19290,Andina,1905,SUR,Intermedio,-,5442,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio,0.733885,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,19290,Nariño,SAN JUAN DE PASTO,2.958073,A3. Mayor que 2 y menor que 3 horas,91.731789,Nariño,SAN JUAN DE PASTO,2.980773,A3. Mayor que 2 y menor que 3 horas,92.273211,Pequeña propiedad,1175.712802975364,Pequeña propiedad,953,4,1254.748485,SI,Agropecuario,19290,1.69453474,-77.08735723
53,Polygon,19,318,GUAPI,CAUCA,19318,19318,Andina,1903,OCCIDENTE,Rural,-,29207,-,1. EOT,SEIS,C_CIUDADES,PDET Pacífico Medio, ZOMAC,Alto,0.012821,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,,,,0, ,0,,,0, ,0,"Gran propiedad, latifundios",3757.353174012514,Pequeña propiedad,78,3,3253.318153,SI,Agropecuario,19318,2.41326696,-77.69047531
27,Polygon,19,355,INZA,CAUCA,19355,19355,Andina,1904,ORIENTE,Rural disperso,-,30794,-,2. PBOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio,0.764083,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,19355,Huila,LA PLATA,1.386885,A2. Mayor que 1 y menor que 2 horas,38.19899,Cauca,POPAYÁN,2.386024,A3. Mayor que 2 y menor que 3 horas,89.580317,"Gran propiedad, latifundios",2083.903108894119,Pequeña propiedad,764,3,3142.750464,SI,AGROPECUARIO - CERCANO A ZONA URBANA,19355,2.499058783,-76.13762531
