FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,VCRT_valor_medio
1035,Polygon,68,217,COROMORO,SANTANDER,68217,68217,Andina,6803,GUANENTA,Rural disperso,-,5250,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.46957,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68217.0,Santander,SAN GIL,2.712173,A3. Mayor que 2 y menor que 3 horas,48.848737,Santander,BUCARAMANGA,5.539931,A6. Mayor que 5 y menor que 6 horas,133.680527,Mediana propiedad,17411.503093112016,Pequeña propiedad,2980.0,4,24491.146268,SI,-,
1036,Polygon,68,229,CURITI,SANTANDER,68229,68229,Andina,6803,GUANENTA,Intermedio,-,13227,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.353314,-,-,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,68229.0,Santander,SAN GIL,0.48953,A1. Menos 1 hora,12.236753,Santander,BUCARAMANGA,2.571702,A3. Mayor que 2 y menor que 3 horas,76.374935,Mediana propiedad,11260.208311385713,Pequeña propiedad,2567.0,3,10539.824784,SI,-,
1037,Polygon,68,235,EL CARMEN DE CHUCURI,SANTANDER,68235,68235,Andina,6804,MARES,Rural disperso,-,22419,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.484699,2024,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,68235.0,Santander,BARRANCABERMEJA,3.073632,A4. Mayor que 3 y menor que 4 horas,76.556558,Santander,BUCARAMANGA,4.997926,A5. Mayor que 4 y menor que 5 horas,152.747431,Mediana propiedad,763.5909485345616,Pequeña propiedad,99.0,1,1222.581369,SI,-,
1038,Polygon,68,245,EL GUACAMAYO,SANTANDER,68245,68245,Andina,6801,COMUNERA,Rural disperso,-,2266,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.781356,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68245.0,Santander,SOCORRO,2.658482,A3. Mayor que 2 y menor que 3 horas,49.757063,Boyacá,TUNJA,5.503744,A6. Mayor que 5 y menor que 6 horas,128.055043,Mediana propiedad,5744.058754206472,Pequeña propiedad,972.0,4,5251.204989,SI,-,
1055,Polygon,68,250,EL PEÑON,SANTANDER,68250,68250,Andina,6806,VELEZ,Rural disperso,-,5350,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio,0.723189,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68250.0,Santander,BARBOSA,1.272186,A2. Mayor que 1 y menor que 2 horas,34.019091,Boyacá,TUNJA,3.834567,A4. Mayor que 3 y menor que 4 horas,100.730065,"Gran propiedad, latifundios",12458.503858045404,Pequeña propiedad,1778.0,4,26355.448753,SI,-,
1039,Polygon,68,255,EL PLAYON,SANTANDER,68255,68255,Andina,6805,SOTO,Rural,-,14107,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.70111,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68255.0,Santander,BUCARAMANGA,1.641252,A2. Mayor que 1 y menor que 2 horas,47.971782,Santander,BUCARAMANGA,1.620076,A2. Mayor que 1 y menor que 2 horas,48.671782,Mediana propiedad,30719.93919664427,Pequeña propiedad,1265.0,4,30338.948721,SI,-,
1040,Polygon,68,264,ENCINO,SANTANDER,68264,68264,Andina,6803,GUANENTA,Rural disperso,-,2717,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.49309,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68264.0,Santander,SAN GIL,2.47941,A3. Mayor que 2 y menor que 3 horas,63.861227,Boyacá,TUNJA,4.413481,A5. Mayor que 4 y menor que 5 horas,106.659711,Mediana propiedad,9453.47250501526,Pequeña propiedad,1743.0,3,12715.96808,SI,-,
1041,Polygon,68,266,ENCISO,SANTANDER,68266,68266,Andina,6802,GARCIA ROVIRA,Rural disperso,-,3629,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.427599,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68266.0,Norte de Santander,PAMPLONA,3.844617,A4. Mayor que 3 y menor que 4 horas,108.304581,Santander,BUCARAMANGA,4.415884,A5. Mayor que 4 y menor que 5 horas,120.799408,Pequeña propiedad,5145.524932167088,Pequeña propiedad,1543.0,3,2850.796427,SI,-,
1042,Polygon,68,271,FLORIAN,SANTANDER,68271,68271,Andina,6806,VELEZ,Rural disperso,-,6021,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.593939,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68271.0,Boyacá,CHIQUINQUIRÁ,2.174928,A3. Mayor que 2 y menor que 3 horas,49.791378,Boyacá,TUNJA,3.992868,A4. Mayor que 3 y menor que 4 horas,111.525397,Pequeña propiedad,10228.546277838279,Pequeña propiedad,1684.0,4,6806.504089,SI,-,
1053,Polygon,68,276,FLORIDABLANCA,SANTANDER,68276,68276,Andina,6805,SOTO,Ciudades y aglomeraciones,-,336155,-,3. POT,UNO,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.220008,-,-,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,68276.0,Santander,FLORIDABLANCA,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,0.363566,A1. Menos 1 hora,6.628427,Pequeña propiedad,4479.257480307058,Pequeña propiedad,2117.0,3,2748.776872,SI,-,
1043,Polygon,68,296,GALAN,SANTANDER,68296,68296,Andina,6801,COMUNERA,Rural disperso,-,3005,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.411342,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68296.0,Santander,SOCORRO,1.54725,A2. Mayor que 1 y menor que 2 horas,27.369343,Santander,BUCARAMANGA,4.401523,A5. Mayor que 4 y menor que 5 horas,106.534228,Mediana propiedad,11912.175208097602,Pequeña propiedad,1131.0,4,11984.121744,SI,-,
1044,Polygon,68,298,GAMBITA,SANTANDER,68298,68298,Andina,6801,COMUNERA,Rural disperso,-,4190,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.786404,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,68298.0,Santander,BARBOSA,2.047482,A3. Mayor que 2 y menor que 3 horas,53.257063,Boyacá,TUNJA,2.446772,A3. Mayor que 2 y menor que 3 horas,65.182547,Mediana propiedad,29263.90966041253,Pequeña propiedad,2263.0,3,20908.352105,SI,-,
1052,Polygon,68,307,GIRON,SANTANDER,68307,68307,Andina,6805,SOTO,Ciudades y aglomeraciones,-,174465,-,3. POT,DOS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.235939,-,-,Irradiado_Mayor que 140 - hasta 160,Mayor que 140 - hasta 160,1,68307.0,Santander,GIRÓN,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,0.473881,A1. Menos 1 hora,10.484062,Mediana propiedad,22302.06079140126,Pequeña propiedad,3421.0,3,15254.878882,SI,-,
1045,Polygon,68,318,GUACA,SANTANDER,68318,68318,Andina,6802,GARCIA ROVIRA,Rural,-,6243,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.547533,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68318.0,Santander,PIEDECUESTA,1.932002,A2. Mayor que 1 y menor que 2 horas,51.536962,Santander,BUCARAMANGA,2.471729,A3. Mayor que 2 y menor que 3 horas,68.046508,Pequeña propiedad,9091.585171121978,Pequeña propiedad,2023.0,4,7804.499675,SI,-,
1046,Polygon,68,320,GUADALUPE,SANTANDER,68320,68320,Andina,6801,COMUNERA,Rural,-,4719,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.452951,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,68320.0,Santander,SOCORRO,1.814858,A2. Mayor que 1 y menor que 2 horas,43.185996,Boyacá,TUNJA,4.732548,A5. Mayor que 4 y menor que 5 horas,134.308954,Pequeña propiedad,10708.109486120527,Pequeña propiedad,2138.0,2,6562.154027,SI,-,
1047,Polygon,68,322,GUAPOTA,SANTANDER,68322,68322,Andina,6801,COMUNERA,Rural disperso,-,2482,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.475703,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68322.0,Santander,SOCORRO,1.211251,A2. Mayor que 1 y menor que 2 horas,27.083557,Boyacá,TUNJA,4.743158,A5. Mayor que 4 y menor que 5 horas,140.495959,Mediana propiedad,3789.4554713690677,Pequeña propiedad,676.0,3,3090.197847,SI,-,
1048,Polygon,68,324,GUAVATA,SANTANDER,68324,68324,Andina,6806,VELEZ,Rural disperso,-,4433,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.683964,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68324.0,Santander,BARBOSA,0.393649,A1. Menos 1 hora,11.529646,Boyacá,TUNJA,2.95603,A3. Mayor que 2 y menor que 3 horas,78.24062,Pequeña propiedad,7305.773028594662,Pequeña propiedad,2887.0,4,4721.197243,SI,-,
1049,Polygon,68,327,GUEPSA,SANTANDER,68327,68327,Andina,6806,VELEZ,Intermedio,-,5353,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.559103,-,-,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,68327.0,Santander,BARBOSA,0.257621,A1. Menos 1 hora,12.246804,Boyacá,TUNJA,2.836212,A3. Mayor que 2 y menor que 3 horas,79.416356,Pequeña propiedad,2416.6548443445718,Pequeña propiedad,933.0,3,1119.993098,SI,-,
1050,Polygon,68,344,HATO,SANTANDER,68344,68344,Andina,6801,COMUNERA,Rural,-,2415,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.458498,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68344.0,Santander,SOCORRO,1.229857,A2. Mayor que 1 y menor que 2 horas,28.314928,Santander,BUCARAMANGA,4.236675,A5. Mayor que 4 y menor que 5 horas,120.599408,Mediana propiedad,7970.52379775768,Pequeña propiedad,785.0,4,7475.328103,SI,-,
1051,Polygon,68,368,JESUS MARIA,SANTANDER,68368,68368,Andina,6806,VELEZ,Rural disperso,-,3417,-,1. EOT,SEIS,C_CIUDADES,No PDET,NO ZOMAC,Bajo,0.67656,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68368.0,Santander,BARBOSA,0.885057,A1. Menos 1 hora,25.756349,Boyacá,TUNJA,3.447438,A4. Mayor que 3 y menor que 4 horas,92.467323,Pequeña propiedad,5912.129410900731,Pequeña propiedad,1541.0,4,4842.019178,SI,-,
1013,Polygon,68,370,JORDAN,SANTANDER,68370,68370,Andina,6803,GUANENTA,Rural disperso,-,1394,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.516393,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,68370.0,Santander,SAN GIL,1.52897,A2. Mayor que 1 y menor que 2 horas,33.488939,Santander,BUCARAMANGA,2.992468,A3. Mayor que 2 y menor que 3 horas,78.913413,Mediana propiedad,1534.4866929339967,Pequeña propiedad,204.0,4,2155.717436,SI,-,
1014,Polygon,68,377,LA BELLEZA,SANTANDER,68377,68377,Andina,6806,VELEZ,Rural disperso,-,6624,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Bajo,0.546127,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68377.0,Santander,BARBOSA,2.080619,A3. Mayor que 2 y menor que 3 horas,52.136962,Boyacá,TUNJA,4.445856,A5. Mayor que 4 y menor que 5 horas,119.585195,Pequeña propiedad,13116.994619819448,Pequeña propiedad,2266.0,4,14650.485112,SI,-,
1015,Polygon,68,385,LANDAZURI,SANTANDER,68385,68385,Andina,6806,VELEZ,Rural disperso,-,10624,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio,0.640118,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68385.0,Antioquia,PUERTO BERRÍO,2.053992,A3. Mayor que 2 y menor que 3 horas,98.591587,Boyacá,TUNJA,4.625142,A5. Mayor que 4 y menor que 5 horas,123.833723,Mediana propiedad,27835.279974243444,Pequeña propiedad,2815.0,4,35254.474333,SI,-,
1016,Polygon,68,397,LA PAZ,SANTANDER,68397,68397,Andina,6806,VELEZ,Rural disperso,-,5204,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.651813,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,68397.0,Santander,BARBOSA,1.370048,A2. Mayor que 1 y menor que 2 horas,40.806097,Boyacá,TUNJA,3.932429,A4. Mayor que 3 y menor que 4 horas,107.517071,Pequeña propiedad,15007.129400952193,Pequeña propiedad,3465.0,3,12046.24428,SI,-,
1017,Polygon,68,406,LEBRIJA,SANTANDER,68406,68406,Andina,6805,SOTO,Intermedio,-,45667,-,2. PBOT,CINCO,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.302251,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,68406.0,Santander,LEBRIJA,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,0.750595,A1. Menos 1 hora,19.919596,Mediana propiedad,28741.84255366432,Pequeña propiedad,4906.0,3,26105.806512,SI,-,
1018,Polygon,68,418,LOS SANTOS,SANTANDER,68418,68418,Andina,6805,SOTO,Rural disperso,-,15371,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.455579,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68418.0,Santander,PIEDECUESTA,1.612775,A2. Mayor que 1 y menor que 2 horas,38.151681,Santander,BUCARAMANGA,2.152503,A3. Mayor que 2 y menor que 3 horas,54.661227,Mediana propiedad,12621.037697192865,Pequeña propiedad,7314.0,3,14677.489554,SI,-,
1019,Polygon,68,425,MACARAVITA,SANTANDER,68425,68425,Andina,6802,GARCIA ROVIRA,Rural disperso,-,2245,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.642987,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,68425.0,Boyacá,DUITAMA,5.093046, ,126.159206,Boyacá,TUNJA,6.287007,A7. Mayor que 6 y menor que 7 horas,181.368961,Pequeña propiedad,6224.952729712389,Pequeña propiedad,2034.0,4,4115.042009,SI,-,
1020,Polygon,68,432,MALAGA,SANTANDER,68432,68432,Andina,6802,GARCIA ROVIRA,Ciudades y aglomeraciones,-,21586,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.341221,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68432.0,Norte de Santander,PAMPLONA,3.386322,A4. Mayor que 3 y menor que 4 horas,106.611688,Santander,BUCARAMANGA,3.963689,A4. Mayor que 3 y menor que 4 horas,114.970981,Pequeña propiedad,4554.171092212728,Pequeña propiedad,2020.0,2,2373.881694,SI,-,
1021,Polygon,68,444,MATANZA,SANTANDER,68444,68444,Andina,6805,SOTO,Rural disperso,-,5305,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio Bajo,0.114695,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68444.0,Santander,BUCARAMANGA,2.752705,A3. Mayor que 2 y menor que 3 horas,34.360512,Santander,BUCARAMANGA,2.731529,A3. Mayor que 2 y menor que 3 horas,35.060512,Mediana propiedad,10583.623492350003,Pequeña propiedad,1598.0,4,14751.337593,SI,-,
1022,Polygon,68,464,MOGOTES,SANTANDER,68464,68464,Andina,6803,GUANENTA,Rural,-,10788,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.629261,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68464.0,Santander,SAN GIL,0.690966,A1. Menos 1 hora,29.894827,Santander,BUCARAMANGA,3.34333,A4. Mayor que 3 y menor que 4 horas,110.122453,Mediana propiedad,23957.222339649154,Pequeña propiedad,3419.0,4,35818.252547,SI,-,
1023,Polygon,68,468,MOLAGAVITA,SANTANDER,68468,68468,Andina,6802,GARCIA ROVIRA,Rural disperso,-,4277,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.545565,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68468.0,Santander,PIEDECUESTA,3.380387,A4. Mayor que 3 y menor que 4 horas,88.577374,Santander,BUCARAMANGA,3.920115,A4. Mayor que 3 y menor que 4 horas,105.086919,Pequeña propiedad,10782.620763502902,Pequeña propiedad,3076.0,4,9616.159401,SI,-,
1024,Polygon,68,498,OCAMONTE,SANTANDER,68498,68498,Andina,6803,GUANENTA,Rural,-,6164,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.326416,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68498.0,Santander,SAN GIL,1.118454,A2. Mayor que 1 y menor que 2 horas,29.200714,Santander,BUCARAMANGA,3.946212,A4. Mayor que 3 y menor que 4 horas,114.032504,Pequeña propiedad,5541.976059325226,Pequeña propiedad,2212.0,3,4254.457766,SI,-,
1025,Polygon,68,500,OIBA,SANTANDER,68500,68500,Andina,6801,COMUNERA,Rural,-,11038,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.382791,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68500.0,Santander,SOCORRO,1.053666,A2. Mayor que 1 y menor que 2 horas,27.183557,Boyacá,TUNJA,4.433045,A5. Mayor que 4 y menor que 5 horas,132.353319,Mediana propiedad,14587.153958122868,Pequeña propiedad,2457.0,3,15083.933635,SI,-,
1026,Polygon,68,502,ONZAGA,SANTANDER,68502,68502,Andina,6803,GUANENTA,Rural disperso,-,4264,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.760676,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68502.0,Santander,SAN GIL,1.786337,A2. Mayor que 1 y menor que 2 horas,62.672496,Boyacá,TUNJA,3.826516,A4. Mayor que 3 y menor que 4 horas,138.916061,Mediana propiedad,17873.4701994742,Pequeña propiedad,2761.0,4,22242.863255,SI,-,
1027,Polygon,68,522,PALMAR,SANTANDER,68522,68522,Andina,6801,COMUNERA,Intermedio,-,1502,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.64521,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68522.0,Santander,SOCORRO,0.963335,A1. Menos 1 hora,18.23381,Santander,BUCARAMANGA,3.88115,A4. Mayor que 3 y menor que 4 horas,116.170981,Pequeña propiedad,1372.080363123897,Pequeña propiedad,601.0,3,1739.606075,SI,-,
1028,Polygon,68,524,PALMAS DEL SOCORRO,SANTANDER,68524,68524,Andina,6801,COMUNERA,Rural,-,2622,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.350254,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,68524.0,Santander,SOCORRO,0.397813,A1. Menos 1 hora,8.501219,Santander,BUCARAMANGA,3.967314,A4. Mayor que 3 y menor que 4 horas,115.978088,Mediana propiedad,2859.1232921519804,Pequeña propiedad,847.0,3,3546.176026,SI,-,
1029,Polygon,68,533,PARAMO,SANTANDER,68533,68533,Andina,6803,GUANENTA,Intermedio,-,4901,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.303437,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68533.0,Santander,SAN GIL,0.715906,A1. Menos 1 hora,19.76518,Santander,BUCARAMANGA,3.543664,A4. Mayor que 3 y menor que 4 horas,104.59697,Pequeña propiedad,3929.371754450805,Pequeña propiedad,1087.0,1,4498.924135,SI,-,
1056,Polygon,68,547,PIEDECUESTA,SANTANDER,68547,68547,Andina,6805,SOTO,Ciudades y aglomeraciones,-,190712,-,3. POT,DOS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.122063,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,68547.0,Santander,PIEDECUESTA,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,0.596631,A1. Menos 1 hora,16.850967,Mediana propiedad,16964.630751186625,Pequeña propiedad,6169.0,4,27098.905506,SI,-,
1030,Polygon,68,549,PINCHOTE,SANTANDER,68549,68549,Andina,6803,GUANENTA,Rural,-,5485,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.253521,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68549.0,Santander,SAN GIL,0.168561,A1. Menos 1 hora,5.694113,Santander,BUCARAMANGA,3.031124,A4. Mayor que 3 y menor que 4 horas,92.17443,Pequeña propiedad,3034.911478950489,Pequeña propiedad,1136.0,3,2698.191406,SI,-,
1031,Polygon,68,572,PUENTE NACIONAL,SANTANDER,68572,68572,Andina,6806,VELEZ,Rural,-,15450,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.463954,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,68572.0,Santander,BARBOSA,0.360874,A1. Menos 1 hora,11.636753,Boyacá,TUNJA,2.923255,A3. Mayor que 2 y menor que 3 horas,78.347727,Pequeña propiedad,22337.945826682124,Pequeña propiedad,6675.0,3,10202.187138,SI,-,
1032,Polygon,68,573,PUERTO PARRA,SANTANDER,68573,68573,Andina,6806,VELEZ,Rural,-,7914,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.720736,2024,3.2.2,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,68573.0,Antioquia,PUERTO BERRÍO,1.843713,A2. Mayor que 1 y menor que 2 horas,78.293312,Santander,BUCARAMANGA,4.123365,A5. Mayor que 4 y menor que 5 horas,162.139314,Mediana propiedad,46054.64840305747,Mediana propiedad,667.0,1,28419.131675,SI,-,
1033,Polygon,68,575,PUERTO WILCHES,SANTANDER,68575,68575,Andina,6804,MARES,Rural,-,35594,-,2. PBOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio,0.379239,2024,3.2.1,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,68575.0,Santander,BARRANCABERMEJA,1.658888,A2. Mayor que 1 y menor que 2 horas,50.377164,Santander,BUCARAMANGA,4.082289,A5. Mayor que 4 y menor que 5 horas,137.919509,"Gran propiedad, latifundios",74138.52353856395,Mediana propiedad,985.0,3,57814.754133,SI,-,
991,Polygon,68,615,RIONEGRO,SANTANDER,68615,68615,Andina,6805,SOTO,Rural disperso,-,26924,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET, ZOMAC,Medio Bajo,0.399816,-,-,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,68615.0,Santander,BUCARAMANGA,0.919789,A1. Menos 1 hora,22.579394,Santander,BUCARAMANGA,0.898613,A1. Menos 1 hora,23.279394,Mediana propiedad,72472.82100611464,Pequeña propiedad,4493.0,4,42341.660593,SI,-,
992,Polygon,68,655,SABANA DE TORRES,SANTANDER,68655,68655,Andina,6804,MARES,Rural,-,34690,-,2. PBOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio,0.454597,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,68655.0,Santander,SABANA DE TORRES,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,2.862581,A3. Mayor que 2 y menor que 3 horas,80.095036,Mediana propiedad,95387.99630880063,Mediana propiedad,1517.0,2,46305.635312,SI,-,
993,Polygon,68,669,SAN ANDRES,SANTANDER,68669,68669,Andina,6802,GARCIA ROVIRA,Rural,-,9083,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.553822,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,68669.0,Santander,PIEDECUESTA,2.19251,A3. Mayor que 2 y menor que 3 horas,60.013918,Santander,BUCARAMANGA,2.732238,A3. Mayor que 2 y menor que 3 horas,76.523463,Pequeña propiedad,17408.209906733933,Pequeña propiedad,5257.0,4,9849.377488,SI,-,
994,Polygon,68,673,SAN BENITO,SANTANDER,68673,68673,Andina,6806,VELEZ,Rural,-,3055,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.622778,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,68673.0,Santander,BARBOSA,1.104666,A2. Mayor que 1 y menor que 2 horas,29.77767,Boyacá,TUNJA,3.683258,A4. Mayor que 3 y menor que 4 horas,96.947222,Pequeña propiedad,4213.472171382005,Pequeña propiedad,1679.0,3,2696.480871,SI,-,
995,Polygon,68,679,SAN GIL,SANTANDER,68679,68679,Andina,6803,GUANENTA,Ciudades y aglomeraciones,-,63009,-,2. PBOT,CUATRO,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.25623,-,-,Irradiado_Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,1,68679.0,Santander,SAN GIL,0.0,A1. Menos 1 hora,0.0,Santander,BUCARAMANGA,2.875225,A3. Mayor que 2 y menor que 3 horas,86.821739,Pequeña propiedad,8628.192457340472,Pequeña propiedad,3187.0,3,5290.086616,SI,-,
